year,STUSPS,ceded_acres,cumulative_ceded,total_acres_2021,prop_ceded
1893,MT,0,138269514.1175603,96047859.24626052,1
1784,NC,0,0,31902563.645036537,0
1785,NC,442018.690249115,442018.690249115,31902563.645036537,0.013855271794681778
1788,NC,0,442018.690249115,31902563.645036537,0.013855271794681778
1790,NC,0,442018.690249115,31902563.645036537,0.013855271794681778
1791,NC,663021.5883672141,1105040.2786163292,31902563.645036537,0.03463797740242902
1794,NC,0,1105040.2786163292,31902563.645036537,0.03463797740242902
1795,NC,28677057.77545326,29782098.054069586,31902563.645036537,0.933533066039448
1796,NC,0,29782098.054069586,31902563.645036537,0.933533066039448
1797,NC,0,29782098.054069586,31902563.645036537,0.933533066039448
1798,NC,456215.61587370466,30238313.66994329,31902563.645036537,0.947833346761392
1801,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1802,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1803,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1804,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1805,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1806,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1807,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1808,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1809,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1814,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1816,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1817,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1818,NC,0,30238313.66994329,31902563.645036537,0.947833346761392
1819,NC,913225.1529395725,31151538.822882865,31902563.645036537,0.9764587940169969
1820,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1821,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1823,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1824,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1825,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1826,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1827,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1828,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1829,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1830,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1831,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1832,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1833,NC,0,31151538.822882865,31902563.645036537,0.9764587940169969
1835,NC,751024.8221521778,31902563.645035043,31902563.645036537,0.9999999999999531
1836,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1837,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1838,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1839,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1842,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1846,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1847,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1848,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1851,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1852,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1853,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1854,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1855,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1856,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1857,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1858,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1859,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1860,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1861,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1863,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1864,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1865,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1866,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1867,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1868,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1869,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1870,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1871,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1872,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1873,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1874,NC,0,31902563.645035043,31902563.645036537,0.9999999999999531
1875,NC,73732.71148581577,31976296.356520858,31902563.645036537,1
1876,NC,0,31976296.356520858,31902563.645036537,1
1877,NC,0,31976296.356520858,31902563.645036537,1
1878,NC,0,31976296.356520858,31902563.645036537,1
1879,NC,0,31976296.356520858,31902563.645036537,1
1880,NC,0,31976296.356520858,31902563.645036537,1
1881,NC,0,31976296.356520858,31902563.645036537,1
1882,NC,0,31976296.356520858,31902563.645036537,1
1883,NC,0,31976296.356520858,31902563.645036537,1
1884,NC,0,31976296.356520858,31902563.645036537,1
1886,NC,0,31976296.356520858,31902563.645036537,1
1887,NC,0,31976296.356520858,31902563.645036537,1
1888,NC,0,31976296.356520858,31902563.645036537,1
1889,NC,0,31976296.356520858,31902563.645036537,1
1890,NC,0,31976296.356520858,31902563.645036537,1
1891,NC,0,31976296.356520858,31902563.645036537,1
1892,NC,0,31976296.356520858,31902563.645036537,1
1893,NC,0,31976296.356520858,31902563.645036537,1
1784,ND,0,0,46273168.72736301,0
1785,ND,0,0,46273168.72736301,0
1788,ND,0,0,46273168.72736301,0
1790,ND,0,0,46273168.72736301,0
1791,ND,0,0,46273168.72736301,0
1794,ND,0,0,46273168.72736301,0
1795,ND,0,0,46273168.72736301,0
1796,ND,0,0,46273168.72736301,0
1797,ND,0,0,46273168.72736301,0
1798,ND,0,0,46273168.72736301,0
1801,ND,0,0,46273168.72736301,0
1802,ND,0,0,46273168.72736301,0
1803,ND,0,0,46273168.72736301,0
1804,ND,0,0,46273168.72736301,0
1805,ND,0,0,46273168.72736301,0
1806,ND,0,0,46273168.72736301,0
1807,ND,0,0,46273168.72736301,0
1808,ND,0,0,46273168.72736301,0
1809,ND,0,0,46273168.72736301,0
1814,ND,0,0,46273168.72736301,0
1816,ND,0,0,46273168.72736301,0
1817,ND,0,0,46273168.72736301,0
1818,ND,0,0,46273168.72736301,0
1819,ND,0,0,46273168.72736301,0
1820,ND,0,0,46273168.72736301,0
1821,ND,0,0,46273168.72736301,0
1823,ND,0,0,46273168.72736301,0
1824,ND,0,0,46273168.72736301,0
1825,ND,0,0,46273168.72736301,0
1826,ND,0,0,46273168.72736301,0
1827,ND,0,0,46273168.72736301,0
1828,ND,0,0,46273168.72736301,0
1829,ND,0,0,46273168.72736301,0
1830,ND,0,0,46273168.72736301,0
1831,ND,0,0,46273168.72736301,0
1832,ND,0,0,46273168.72736301,0
1833,ND,0,0,46273168.72736301,0
1835,ND,0,0,46273168.72736301,0
1836,ND,0,0,46273168.72736301,0
1837,ND,0,0,46273168.72736301,0
1838,ND,0,0,46273168.72736301,0
1839,ND,0,0,46273168.72736301,0
1842,ND,0,0,46273168.72736301,0
1846,ND,0,0,46273168.72736301,0
1847,ND,0,0,46273168.72736301,0
1848,ND,0,0,46273168.72736301,0
1851,ND,9387717.679967517,9387717.679967517,46273168.72736301,0.20287604973152004
1852,ND,0,9387717.679967517,46273168.72736301,0.20287604973152004
1853,ND,0,9387717.679967517,46273168.72736301,0.20287604973152004
1854,ND,0,9387717.679967517,46273168.72736301,0.20287604973152004
1855,ND,27198.42171682757,9414916.101684345,46273168.72736301,0.20346382926909784
1856,ND,0,9414916.101684345,46273168.72736301,0.20346382926909784
1857,ND,0,9414916.101684345,46273168.72736301,0.20346382926909784
1858,ND,0,9414916.101684345,46273168.72736301,0.20346382926909784
1859,ND,0,9414916.101684345,46273168.72736301,0.20346382926909784
1860,ND,0,9414916.101684345,46273168.72736301,0.20346382926909784
1861,ND,0,9414916.101684345,46273168.72736301,0.20346382926909784
1863,ND,5765877.6092193965,15180793.710903741,46273168.72736301,0.3280690328416343
1864,ND,0,15180793.710903741,46273168.72736301,0.3280690328416343
1865,ND,0,15180793.710903741,46273168.72736301,0.3280690328416343
1866,ND,0,15180793.710903741,46273168.72736301,0.3280690328416343
1867,ND,5225090.704852272,20405884.415756013,46273168.72736301,0.44098740105708967
1868,ND,4356912.7130029695,24762797.12875898,46273168.72736301,0.5351437519798776
1869,ND,0,24762797.12875898,46273168.72736301,0.5351437519798776
1870,ND,0,24762797.12875898,46273168.72736301,0.5351437519798776
1871,ND,0,24762797.12875898,46273168.72736301,0.5351437519798776
1872,ND,0,24762797.12875898,46273168.72736301,0.5351437519798776
1873,ND,0,24762797.12875898,46273168.72736301,0.5351437519798776
1874,ND,0,24762797.12875898,46273168.72736301,0.5351437519798776
1875,ND,1682889.8837677995,26445687.01252678,46273168.72736301,0.5715123415978314
1876,ND,506134.24517811666,26951821.2577049,46273168.72736301,0.5824503054135409
1877,ND,0,26951821.2577049,46273168.72736301,0.5824503054135409
1878,ND,0,26951821.2577049,46273168.72736301,0.5824503054135409
1879,ND,0,26951821.2577049,46273168.72736301,0.5824503054135409
1880,ND,0,26951821.2577049,46273168.72736301,0.5824503054135409
1881,ND,0,26951821.2577049,46273168.72736301,0.5824503054135409
1882,ND,870286.6597173259,27822107.917422224,46273168.72736301,0.6012578926968967
1883,ND,0,27822107.917422224,46273168.72736301,0.6012578926968967
1884,ND,42724.769984191305,27864832.687406417,46273168.72736301,0.6021812089762706
1886,ND,0,27864832.687406417,46273168.72736301,0.6021812089762706
1887,ND,0,27864832.687406417,46273168.72736301,0.6021812089762706
1888,ND,0,27864832.687406417,46273168.72736301,0.6021812089762706
1889,ND,1412754.0525540707,29277586.739960488,46273168.72736301,0.6327119483098547
1890,ND,0,29277586.739960488,46273168.72736301,0.6327119483098547
1891,ND,2694847.8369668815,31972434.57692737,46273168.72736301,0.6909497546041385
1892,ND,18792.478455177985,31991227.05538255,46273168.72736301,0.6913558750184525
1893,ND,0,31991227.05538255,46273168.72736301,0.6913558750184525
1784,NE,0,0,49606624.299348086,0
1785,NE,0,0,49606624.299348086,0
1788,NE,0,0,49606624.299348086,0
1790,NE,0,0,49606624.299348086,0
1791,NE,0,0,49606624.299348086,0
1794,NE,0,0,49606624.299348086,0
1795,NE,0,0,49606624.299348086,0
1796,NE,0,0,49606624.299348086,0
1797,NE,0,0,49606624.299348086,0
1798,NE,0,0,49606624.299348086,0
1801,NE,0,0,49606624.299348086,0
1802,NE,0,0,49606624.299348086,0
1803,NE,0,0,49606624.299348086,0
1804,NE,0,0,49606624.299348086,0
1805,NE,0,0,49606624.299348086,0
1806,NE,0,0,49606624.299348086,0
1807,NE,0,0,49606624.299348086,0
1808,NE,0,0,49606624.299348086,0
1809,NE,0,0,49606624.299348086,0
1814,NE,0,0,49606624.299348086,0
1816,NE,0,0,49606624.299348086,0
1817,NE,0,0,49606624.299348086,0
1818,NE,0,0,49606624.299348086,0
1819,NE,0,0,49606624.299348086,0
1820,NE,0,0,49606624.299348086,0
1821,NE,0,0,49606624.299348086,0
1823,NE,0,0,49606624.299348086,0
1824,NE,0,0,49606624.299348086,0
1825,NE,2987550.087403414,2987550.087403414,49606624.299348086,0.06022482137416223
1826,NE,0,2987550.087403414,49606624.299348086,0.06022482137416223
1827,NE,0,2987550.087403414,49606624.299348086,0.06022482137416223
1828,NE,0,2987550.087403414,49606624.299348086,0.06022482137416223
1829,NE,0,2987550.087403414,49606624.299348086,0.06022482137416223
1830,NE,103994.24556782265,3091544.3329712367,49606624.299348086,0.06232119957035385
1831,NE,0,3091544.3329712367,49606624.299348086,0.06232119957035385
1832,NE,0,3091544.3329712367,49606624.299348086,0.06232119957035385
1833,NE,7707266.495060726,10798810.828031963,49606624.299348086,0.21768888692903615
1835,NE,0,10798810.828031963,49606624.299348086,0.21768888692903615
1836,NE,48318.97739074352,10847129.805422707,49606624.299348086,0.21866292977257185
1837,NE,0,10847129.805422707,49606624.299348086,0.21866292977257185
1838,NE,0,10847129.805422707,49606624.299348086,0.21866292977257185
1839,NE,0,10847129.805422707,49606624.299348086,0.21866292977257185
1842,NE,0,10847129.805422707,49606624.299348086,0.21866292977257185
1846,NE,0,10847129.805422707,49606624.299348086,0.21866292977257185
1847,NE,0,10847129.805422707,49606624.299348086,0.21866292977257185
1848,NE,172452.2142999985,11019582.019722706,49606624.299348086,0.22213932464393715
1851,NE,5941157.3723458005,16960739.392068505,49606624.299348086,0.3419047280806688
1852,NE,0,16960739.392068505,49606624.299348086,0.3419047280806688
1853,NE,0,16960739.392068505,49606624.299348086,0.3419047280806688
1854,NE,6982663.530254413,23943402.922322918,49606624.299348086,0.48266543552405305
1855,NE,0,23943402.922322918,49606624.299348086,0.48266543552405305
1856,NE,0,23943402.922322918,49606624.299348086,0.48266543552405305
1857,NE,13765304.795387618,37708707.71771054,49606624.299348086,0.7601546819666601
1858,NE,420937.89337579627,38129645.61108634,49606624.299348086,0.7686401997643574
1859,NE,0,38129645.61108634,49606624.299348086,0.7686401997643574
1860,NE,0,38129645.61108634,49606624.299348086,0.7686401997643574
1861,NE,0,38129645.61108634,49606624.299348086,0.7686401997643574
1863,NE,0,38129645.61108634,49606624.299348086,0.7686401997643574
1864,NE,0,38129645.61108634,49606624.299348086,0.7686401997643574
1865,NE,108067.51992980353,38237713.13101614,49606624.299348086,0.7708186894611704
1866,NE,0,38237713.13101614,49606624.299348086,0.7708186894611704
1867,NE,16793.192702231314,38254506.32371838,49606624.299348086,0.7711572166828756
1868,NE,13522202.936756548,51776709.26047492,49606624.299348086,1
1869,NE,79625.85326628273,51856335.113741204,49606624.299348086,1
1870,NE,0,51856335.113741204,49606624.299348086,1
1871,NE,0,51856335.113741204,49606624.299348086,1
1872,NE,0,51856335.113741204,49606624.299348086,1
1873,NE,107852.4573318511,51964187.571073055,49606624.299348086,1
1874,NE,0,51964187.571073055,49606624.299348086,1
1875,NE,0,51964187.571073055,49606624.299348086,1
1876,NE,407.65698447762765,51964595.22805753,49606624.299348086,1
1877,NE,0,51964595.22805753,49606624.299348086,1
1878,NE,0,51964595.22805753,49606624.299348086,1
1879,NE,0,51964595.22805753,49606624.299348086,1
1880,NE,0,51964595.22805753,49606624.299348086,1
1881,NE,0,51964595.22805753,49606624.299348086,1
1882,NE,38280.79623377728,52002876.024291314,49606624.299348086,1
1883,NE,0,52002876.024291314,49606624.299348086,1
1884,NE,0,52002876.024291314,49606624.299348086,1
1886,NE,0,52002876.024291314,49606624.299348086,1
1887,NE,0,52002876.024291314,49606624.299348086,1
1888,NE,0,52002876.024291314,49606624.299348086,1
1889,NE,38280.79623377727,52041156.820525095,49606624.299348086,1
1890,NE,0,52041156.820525095,49606624.299348086,1
1891,NE,0,52041156.820525095,49606624.299348086,1
1892,NE,0,52041156.820525095,49606624.299348086,1
1893,NE,0,52041156.820525095,49606624.299348086,1
1784,NH,0,0,5979966.077386408,0
1785,NH,0,0,5979966.077386408,0
1788,NH,0,0,5979966.077386408,0
1790,NH,0,0,5979966.077386408,0
1791,NH,0,0,5979966.077386408,0
1794,NH,0,0,5979966.077386408,0
1795,NH,5979966.0773863755,5979966.0773863755,5979966.077386408,0.9999999999999946
1796,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1797,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1798,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1801,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1802,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1803,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1804,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1805,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1806,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1807,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1808,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1809,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1814,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1816,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1817,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1818,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1819,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1820,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1821,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1823,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1824,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1825,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1826,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1827,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1828,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1829,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1830,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1831,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1832,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1833,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1835,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1836,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1837,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1838,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1839,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1842,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1846,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1847,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1848,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1851,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1852,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1853,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1854,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1855,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1856,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1857,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1858,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1859,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1860,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1861,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1863,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1864,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1865,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1866,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1867,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1868,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1869,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1870,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1871,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1872,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1873,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1874,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1875,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1876,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1877,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1878,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1879,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1880,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1881,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1882,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1883,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1884,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1886,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1887,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1888,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1889,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1890,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1891,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1892,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1893,NH,0,5979966.0773863755,5979966.077386408,0.9999999999999946
1784,NJ,0,0,4977576.2004558295,0
1785,NJ,0,0,4977576.2004558295,0
1788,NJ,0,0,4977576.2004558295,0
1790,NJ,0,0,4977576.2004558295,0
1791,NJ,0,0,4977576.2004558295,0
1794,NJ,0,0,4977576.2004558295,0
1795,NJ,4977576.200455844,4977576.200455844,4977576.2004558295,1
1796,NJ,0,4977576.200455844,4977576.2004558295,1
1797,NJ,0,4977576.200455844,4977576.2004558295,1
1798,NJ,0,4977576.200455844,4977576.2004558295,1
1801,NJ,0,4977576.200455844,4977576.2004558295,1
1802,NJ,0,4977576.200455844,4977576.2004558295,1
1803,NJ,0,4977576.200455844,4977576.2004558295,1
1804,NJ,0,4977576.200455844,4977576.2004558295,1
1805,NJ,0,4977576.200455844,4977576.2004558295,1
1806,NJ,0,4977576.200455844,4977576.2004558295,1
1807,NJ,0,4977576.200455844,4977576.2004558295,1
1808,NJ,0,4977576.200455844,4977576.2004558295,1
1809,NJ,0,4977576.200455844,4977576.2004558295,1
1814,NJ,0,4977576.200455844,4977576.2004558295,1
1816,NJ,0,4977576.200455844,4977576.2004558295,1
1817,NJ,0,4977576.200455844,4977576.2004558295,1
1818,NJ,0,4977576.200455844,4977576.2004558295,1
1819,NJ,0,4977576.200455844,4977576.2004558295,1
1820,NJ,0,4977576.200455844,4977576.2004558295,1
1821,NJ,0,4977576.200455844,4977576.2004558295,1
1823,NJ,0,4977576.200455844,4977576.2004558295,1
1824,NJ,0,4977576.200455844,4977576.2004558295,1
1825,NJ,0,4977576.200455844,4977576.2004558295,1
1826,NJ,0,4977576.200455844,4977576.2004558295,1
1827,NJ,0,4977576.200455844,4977576.2004558295,1
1828,NJ,0,4977576.200455844,4977576.2004558295,1
1829,NJ,0,4977576.200455844,4977576.2004558295,1
1830,NJ,0,4977576.200455844,4977576.2004558295,1
1831,NJ,0,4977576.200455844,4977576.2004558295,1
1832,NJ,0,4977576.200455844,4977576.2004558295,1
1833,NJ,0,4977576.200455844,4977576.2004558295,1
1835,NJ,0,4977576.200455844,4977576.2004558295,1
1836,NJ,0,4977576.200455844,4977576.2004558295,1
1837,NJ,0,4977576.200455844,4977576.2004558295,1
1838,NJ,0,4977576.200455844,4977576.2004558295,1
1839,NJ,0,4977576.200455844,4977576.2004558295,1
1842,NJ,0,4977576.200455844,4977576.2004558295,1
1846,NJ,0,4977576.200455844,4977576.2004558295,1
1847,NJ,0,4977576.200455844,4977576.2004558295,1
1848,NJ,0,4977576.200455844,4977576.2004558295,1
1851,NJ,0,4977576.200455844,4977576.2004558295,1
1852,NJ,0,4977576.200455844,4977576.2004558295,1
1853,NJ,0,4977576.200455844,4977576.2004558295,1
1854,NJ,0,4977576.200455844,4977576.2004558295,1
1855,NJ,0,4977576.200455844,4977576.2004558295,1
1856,NJ,0,4977576.200455844,4977576.2004558295,1
1857,NJ,0,4977576.200455844,4977576.2004558295,1
1858,NJ,0,4977576.200455844,4977576.2004558295,1
1859,NJ,0,4977576.200455844,4977576.2004558295,1
1860,NJ,0,4977576.200455844,4977576.2004558295,1
1861,NJ,0,4977576.200455844,4977576.2004558295,1
1863,NJ,0,4977576.200455844,4977576.2004558295,1
1864,NJ,0,4977576.200455844,4977576.2004558295,1
1865,NJ,0,4977576.200455844,4977576.2004558295,1
1866,NJ,0,4977576.200455844,4977576.2004558295,1
1867,NJ,0,4977576.200455844,4977576.2004558295,1
1868,NJ,0,4977576.200455844,4977576.2004558295,1
1869,NJ,0,4977576.200455844,4977576.2004558295,1
1870,NJ,0,4977576.200455844,4977576.2004558295,1
1871,NJ,0,4977576.200455844,4977576.2004558295,1
1872,NJ,0,4977576.200455844,4977576.2004558295,1
1873,NJ,0,4977576.200455844,4977576.2004558295,1
1874,NJ,0,4977576.200455844,4977576.2004558295,1
1875,NJ,0,4977576.200455844,4977576.2004558295,1
1876,NJ,0,4977576.200455844,4977576.2004558295,1
1877,NJ,0,4977576.200455844,4977576.2004558295,1
1878,NJ,0,4977576.200455844,4977576.2004558295,1
1879,NJ,0,4977576.200455844,4977576.2004558295,1
1880,NJ,0,4977576.200455844,4977576.2004558295,1
1881,NJ,0,4977576.200455844,4977576.2004558295,1
1882,NJ,0,4977576.200455844,4977576.2004558295,1
1883,NJ,0,4977576.200455844,4977576.2004558295,1
1884,NJ,0,4977576.200455844,4977576.2004558295,1
1886,NJ,0,4977576.200455844,4977576.2004558295,1
1887,NJ,0,4977576.200455844,4977576.2004558295,1
1888,NJ,0,4977576.200455844,4977576.2004558295,1
1889,NJ,0,4977576.200455844,4977576.2004558295,1
1890,NJ,0,4977576.200455844,4977576.2004558295,1
1891,NJ,0,4977576.200455844,4977576.2004558295,1
1892,NJ,0,4977576.200455844,4977576.2004558295,1
1893,NJ,0,4977576.200455844,4977576.2004558295,1
1784,NM,0,0,78387363.33292463,0
1785,NM,0,0,78387363.33292463,0
1788,NM,0,0,78387363.33292463,0
1790,NM,0,0,78387363.33292463,0
1791,NM,0,0,78387363.33292463,0
1794,NM,0,0,78387363.33292463,0
1795,NM,0,0,78387363.33292463,0
1796,NM,0,0,78387363.33292463,0
1797,NM,0,0,78387363.33292463,0
1798,NM,0,0,78387363.33292463,0
1801,NM,0,0,78387363.33292463,0
1802,NM,0,0,78387363.33292463,0
1803,NM,0,0,78387363.33292463,0
1804,NM,0,0,78387363.33292463,0
1805,NM,0,0,78387363.33292463,0
1806,NM,0,0,78387363.33292463,0
1807,NM,0,0,78387363.33292463,0
1808,NM,0,0,78387363.33292463,0
1809,NM,0,0,78387363.33292463,0
1814,NM,0,0,78387363.33292463,0
1816,NM,0,0,78387363.33292463,0
1817,NM,0,0,78387363.33292463,0
1818,NM,0,0,78387363.33292463,0
1819,NM,0,0,78387363.33292463,0
1820,NM,0,0,78387363.33292463,0
1821,NM,0,0,78387363.33292463,0
1823,NM,0,0,78387363.33292463,0
1824,NM,0,0,78387363.33292463,0
1825,NM,0,0,78387363.33292463,0
1826,NM,0,0,78387363.33292463,0
1827,NM,0,0,78387363.33292463,0
1828,NM,0,0,78387363.33292463,0
1829,NM,0,0,78387363.33292463,0
1830,NM,0,0,78387363.33292463,0
1831,NM,0,0,78387363.33292463,0
1832,NM,0,0,78387363.33292463,0
1833,NM,0,0,78387363.33292463,0
1835,NM,0,0,78387363.33292463,0
1836,NM,0,0,78387363.33292463,0
1837,NM,0,0,78387363.33292463,0
1838,NM,0,0,78387363.33292463,0
1839,NM,0,0,78387363.33292463,0
1842,NM,0,0,78387363.33292463,0
1846,NM,0,0,78387363.33292463,0
1847,NM,0,0,78387363.33292463,0
1848,NM,0,0,78387363.33292463,0
1851,NM,0,0,78387363.33292463,0
1852,NM,0,0,78387363.33292463,0
1853,NM,0,0,78387363.33292463,0
1854,NM,0,0,78387363.33292463,0
1855,NM,0,0,78387363.33292463,0
1856,NM,0,0,78387363.33292463,0
1857,NM,0,0,78387363.33292463,0
1858,NM,0,0,78387363.33292463,0
1859,NM,0,0,78387363.33292463,0
