year,STUSPS,ceded_acres,cumulative_ceded,total_acres_2021,prop_ceded
1866,AR,0,43770204.20932817,34238698.57790586,1
1867,AR,0,43770204.20932817,34238698.57790586,1
1868,AR,0,43770204.20932817,34238698.57790586,1
1869,AR,0,43770204.20932817,34238698.57790586,1
1870,AR,0,43770204.20932817,34238698.57790586,1
1871,AR,0,43770204.20932817,34238698.57790586,1
1872,AR,0,43770204.20932817,34238698.57790586,1
1873,AR,0,43770204.20932817,34238698.57790586,1
1874,AR,0,43770204.20932817,34238698.57790586,1
1875,AR,0,43770204.20932817,34238698.57790586,1
1876,AR,0,43770204.20932817,34238698.57790586,1
1877,AR,0,43770204.20932817,34238698.57790586,1
1878,AR,0,43770204.20932817,34238698.57790586,1
1879,AR,0,43770204.20932817,34238698.57790586,1
1880,AR,0,43770204.20932817,34238698.57790586,1
1881,AR,0,43770204.20932817,34238698.57790586,1
1882,AR,0,43770204.20932817,34238698.57790586,1
1883,AR,0,43770204.20932817,34238698.57790586,1
1884,AR,0,43770204.20932817,34238698.57790586,1
1886,AR,0,43770204.20932817,34238698.57790586,1
1887,AR,0,43770204.20932817,34238698.57790586,1
1888,AR,0,43770204.20932817,34238698.57790586,1
1889,AR,0,43770204.20932817,34238698.57790586,1
1890,AR,0,43770204.20932817,34238698.57790586,1
1891,AR,0,43770204.20932817,34238698.57790586,1
1892,AR,0,43770204.20932817,34238698.57790586,1
1893,AR,0,43770204.20932817,34238698.57790586,1
1784,AZ,0,0,73517528.31448689,0
1785,AZ,0,0,73517528.31448689,0
1788,AZ,0,0,73517528.31448689,0
1790,AZ,0,0,73517528.31448689,0
1791,AZ,0,0,73517528.31448689,0
1794,AZ,0,0,73517528.31448689,0
1795,AZ,0,0,73517528.31448689,0
1796,AZ,0,0,73517528.31448689,0
1797,AZ,0,0,73517528.31448689,0
1798,AZ,0,0,73517528.31448689,0
1801,AZ,0,0,73517528.31448689,0
1802,AZ,0,0,73517528.31448689,0
1803,AZ,0,0,73517528.31448689,0
1804,AZ,0,0,73517528.31448689,0
1805,AZ,0,0,73517528.31448689,0
1806,AZ,0,0,73517528.31448689,0
1807,AZ,0,0,73517528.31448689,0
1808,AZ,0,0,73517528.31448689,0
1809,AZ,0,0,73517528.31448689,0
1814,AZ,0,0,73517528.31448689,0
1816,AZ,0,0,73517528.31448689,0
1817,AZ,0,0,73517528.31448689,0
1818,AZ,0,0,73517528.31448689,0
1819,AZ,0,0,73517528.31448689,0
1820,AZ,0,0,73517528.31448689,0
1821,AZ,0,0,73517528.31448689,0
1823,AZ,0,0,73517528.31448689,0
1824,AZ,0,0,73517528.31448689,0
1825,AZ,0,0,73517528.31448689,0
1826,AZ,0,0,73517528.31448689,0
1827,AZ,0,0,73517528.31448689,0
1828,AZ,0,0,73517528.31448689,0
1829,AZ,0,0,73517528.31448689,0
1830,AZ,0,0,73517528.31448689,0
1831,AZ,0,0,73517528.31448689,0
1832,AZ,0,0,73517528.31448689,0
1833,AZ,0,0,73517528.31448689,0
1835,AZ,0,0,73517528.31448689,0
1836,AZ,0,0,73517528.31448689,0
1837,AZ,0,0,73517528.31448689,0
1838,AZ,0,0,73517528.31448689,0
1839,AZ,0,0,73517528.31448689,0
1842,AZ,0,0,73517528.31448689,0
1846,AZ,0,0,73517528.31448689,0
1847,AZ,0,0,73517528.31448689,0
1848,AZ,0,0,73517528.31448689,0
1851,AZ,0,0,73517528.31448689,0
1852,AZ,0,0,73517528.31448689,0
1853,AZ,0,0,73517528.31448689,0
1854,AZ,0,0,73517528.31448689,0
1855,AZ,0,0,73517528.31448689,0
1856,AZ,0,0,73517528.31448689,0
1857,AZ,0,0,73517528.31448689,0
1858,AZ,0,0,73517528.31448689,0
1859,AZ,64186.139755509015,64186.139755509015,73517528.31448689,8.730726022362874e-4
1860,AZ,0,64186.139755509015,73517528.31448689,8.730726022362874e-4
1861,AZ,1493139.2634713543,1557325.4032268634,73517528.31448689,0.021183048980714804
1863,AZ,0,1557325.4032268634,73517528.31448689,0.021183048980714804
1864,AZ,0,1557325.4032268634,73517528.31448689,0.021183048980714804
1865,AZ,377717.72023778025,1935043.1234646435,73517528.31448689,0.026320840319700143
1866,AZ,0,1935043.1234646435,73517528.31448689,0.026320840319700143
1867,AZ,0,1935043.1234646435,73517528.31448689,0.026320840319700143
1868,AZ,11425227.627924575,13360270.751389218,73517528.31448689,0.18172905234569114
1869,AZ,0,13360270.751389218,73517528.31448689,0.18172905234569114
1870,AZ,0,13360270.751389218,73517528.31448689,0.18172905234569114
1871,AZ,5032417.341186549,18392688.092575766,73517528.31448689,0.2501809910406281
1872,AZ,2304396.7001497676,20697084.792725533,73517528.31448689,0.28152585195994817
1873,AZ,1468285.7359710135,22165370.52869655,73517528.31448689,0.3014977657284594
1874,AZ,3416516.7002918725,25581887.22898842,73517528.31448689,0.3479699034433863
1875,AZ,0,25581887.22898842,73517528.31448689,0.3479699034433863
1876,AZ,300673.4691705479,25882560.69815897,73517528.31448689,0.35205972360007537
1877,AZ,92808.64488087574,25975369.343039844,73517528.31448689,0.3533221251933915
1878,AZ,878042.1271756537,26853411.4702155,73517528.31448689,0.36526542833899844
1879,AZ,116852.68056607361,26970264.150781572,73517528.31448689,0.3668548816740753
1880,AZ,505624.8319167011,27475888.982698273,73517528.31448689,0.3737324909124298
1881,AZ,0,27475888.982698273,73517528.31448689,0.3737324909124298
1882,AZ,2595946.063988491,30071835.046686765,73517528.31448689,0.40904306409823904
1883,AZ,1485575.1777832962,31557410.22447006,73517528.31448689,0.4292501522830925
1884,AZ,1881915.9178206099,33439326.14229067,73517528.31448689,0.4548483458155289
1886,AZ,56715299.150369085,90154625.29265976,73517528.31448689,1
1887,AZ,0,90154625.29265976,73517528.31448689,1
1888,AZ,0,90154625.29265976,73517528.31448689,1
1889,AZ,0,90154625.29265976,73517528.31448689,1
1890,AZ,0,90154625.29265976,73517528.31448689,1
1891,AZ,0,90154625.29265976,73517528.31448689,1
1892,AZ,0,90154625.29265976,73517528.31448689,1
1893,AZ,35151.35779574201,90189776.6504555,73517528.31448689,1
1784,CA,0,0,101593708.35834907,0
1785,CA,0,0,101593708.35834907,0
1788,CA,0,0,101593708.35834907,0
1790,CA,0,0,101593708.35834907,0
1791,CA,0,0,101593708.35834907,0
1794,CA,0,0,101593708.35834907,0
1795,CA,0,0,101593708.35834907,0
1796,CA,0,0,101593708.35834907,0
1797,CA,0,0,101593708.35834907,0
1798,CA,0,0,101593708.35834907,0
1801,CA,0,0,101593708.35834907,0
1802,CA,0,0,101593708.35834907,0
1803,CA,0,0,101593708.35834907,0
1804,CA,0,0,101593708.35834907,0
1805,CA,0,0,101593708.35834907,0
1806,CA,0,0,101593708.35834907,0
1807,CA,0,0,101593708.35834907,0
1808,CA,0,0,101593708.35834907,0
1809,CA,0,0,101593708.35834907,0
1814,CA,0,0,101593708.35834907,0
1816,CA,0,0,101593708.35834907,0
1817,CA,0,0,101593708.35834907,0
1818,CA,0,0,101593708.35834907,0
1819,CA,0,0,101593708.35834907,0
1820,CA,0,0,101593708.35834907,0
1821,CA,0,0,101593708.35834907,0
1823,CA,0,0,101593708.35834907,0
1824,CA,0,0,101593708.35834907,0
1825,CA,0,0,101593708.35834907,0
1826,CA,0,0,101593708.35834907,0
1827,CA,0,0,101593708.35834907,0
1828,CA,0,0,101593708.35834907,0
1829,CA,0,0,101593708.35834907,0
1830,CA,0,0,101593708.35834907,0
1831,CA,0,0,101593708.35834907,0
1832,CA,0,0,101593708.35834907,0
1833,CA,0,0,101593708.35834907,0
1835,CA,0,0,101593708.35834907,0
1836,CA,0,0,101593708.35834907,0
1837,CA,0,0,101593708.35834907,0
1838,CA,0,0,101593708.35834907,0
1839,CA,0,0,101593708.35834907,0
1842,CA,0,0,101593708.35834907,0
1846,CA,0,0,101593708.35834907,0
1847,CA,0,0,101593708.35834907,0
1848,CA,0,0,101593708.35834907,0
1851,CA,75836041.32566558,75836041.32566558,101593708.35834907,0.7464639548166794
1852,CA,11622306.108594863,87458347.43426044,101593708.35834907,0.8608638157568842
1853,CA,128426.22397709223,87586773.65823753,101593708.35834907,0.8621279316755993
1854,CA,27310.760458377434,87614084.41869591,101593708.35834907,0.8623967550200731
1855,CA,90274.78582008052,87704359.204516,101593708.35834907,0.8632853414028209
1856,CA,32649.035897712507,87737008.24041371,101593708.35834907,0.8636067100822922
1857,CA,0,87737008.24041371,101593708.35834907,0.8636067100822922
1858,CA,0,87737008.24041371,101593708.35834907,0.8636067100822922
1859,CA,20141.538682665352,87757149.77909638,101593708.35834907,0.8638049658503721
1860,CA,0,87757149.77909638,101593708.35834907,0.8638049658503721
1861,CA,0,87757149.77909638,101593708.35834907,0.8638049658503721
1863,CA,631091.5360097461,88388241.31510612,101593708.35834907,0.8700168813932491
1864,CA,2759514.8388043353,91147756.15391046,101593708.35834907,0.8971791425548435
1865,CA,2050963.8303380227,93198719.98424847,101593708.35834907,0.9173670445763319
1866,CA,0,93198719.98424847,101593708.35834907,0.9173670445763319
1867,CA,0,93198719.98424847,101593708.35834907,0.9173670445763319
1868,CA,24497.40621029356,93223217.39045876,101593708.35834907,0.917608175711381
1869,CA,0,93223217.39045876,101593708.35834907,0.917608175711381
1870,CA,137144.84546485433,93360362.23592362,101593708.35834907,0.9189581101480796
1871,CA,0,93360362.23592362,101593708.35834907,0.9189581101480796
1872,CA,0,93360362.23592362,101593708.35834907,0.9189581101480796
1873,CA,245688.13258727425,93606050.36851089,101593708.35834907,0.9213764501866247
1874,CA,7795081.956678921,101401132.32518981,101593708.35834907,0.9981044492196309
1875,CA,0,101401132.32518981,101593708.35834907,0.9981044492196309
1876,CA,1300.70166549433,101402433.0268553,101593708.35834907,0.9981172521942099
1877,CA,0,101402433.0268553,101593708.35834907,0.9981172521942099
1878,CA,0,101402433.0268553,101593708.35834907,0.9981172521942099
1879,CA,0,101402433.0268553,101593708.35834907,0.9981172521942099
1880,CA,0,101402433.0268553,101593708.35834907,0.9981172521942099
1881,CA,0,101402433.0268553,101593708.35834907,0.9981172521942099
1882,CA,0,101402433.0268553,101593708.35834907,0.9981172521942099
1883,CA,2179.7205552239498,101404612.74741054,101593708.35834907,0.9981387074653133
1884,CA,68570.88445456007,101473183.6318651,101593708.35834907,0.9988136595421948
1886,CA,10242.649163002157,101483426.2810281,101593708.35834907,0.998914479261531
1887,CA,0,101483426.2810281,101593708.35834907,0.998914479261531
1888,CA,0,101483426.2810281,101593708.35834907,0.998914479261531
1889,CA,0,101483426.2810281,101593708.35834907,0.998914479261531
1890,CA,0,101483426.2810281,101593708.35834907,0.998914479261531
1891,CA,0,101483426.2810281,101593708.35834907,0.998914479261531
1892,CA,0,101483426.2810281,101593708.35834907,0.998914479261531
1893,CA,0,101483426.2810281,101593708.35834907,0.998914479261531
1784,CO,0,0,66650971.27035877,0
1785,CO,0,0,66650971.27035877,0
1788,CO,0,0,66650971.27035877,0
1790,CO,0,0,66650971.27035877,0
1791,CO,0,0,66650971.27035877,0
1794,CO,0,0,66650971.27035877,0
1795,CO,0,0,66650971.27035877,0
1796,CO,0,0,66650971.27035877,0
1797,CO,0,0,66650971.27035877,0
1798,CO,0,0,66650971.27035877,0
1801,CO,0,0,66650971.27035877,0
1802,CO,0,0,66650971.27035877,0
1803,CO,0,0,66650971.27035877,0
1804,CO,0,0,66650971.27035877,0
1805,CO,0,0,66650971.27035877,0
1806,CO,0,0,66650971.27035877,0
1807,CO,0,0,66650971.27035877,0
1808,CO,0,0,66650971.27035877,0
1809,CO,0,0,66650971.27035877,0
1814,CO,0,0,66650971.27035877,0
1816,CO,0,0,66650971.27035877,0
1817,CO,0,0,66650971.27035877,0
1818,CO,0,0,66650971.27035877,0
1819,CO,0,0,66650971.27035877,0
1820,CO,0,0,66650971.27035877,0
1821,CO,0,0,66650971.27035877,0
1823,CO,0,0,66650971.27035877,0
1824,CO,0,0,66650971.27035877,0
1825,CO,0,0,66650971.27035877,0
1826,CO,0,0,66650971.27035877,0
1827,CO,0,0,66650971.27035877,0
1828,CO,0,0,66650971.27035877,0
1829,CO,0,0,66650971.27035877,0
1830,CO,0,0,66650971.27035877,0
1831,CO,0,0,66650971.27035877,0
1832,CO,0,0,66650971.27035877,0
1833,CO,0,0,66650971.27035877,0
1835,CO,0,0,66650971.27035877,0
1836,CO,0,0,66650971.27035877,0
1837,CO,0,0,66650971.27035877,0
1838,CO,0,0,66650971.27035877,0
1839,CO,0,0,66650971.27035877,0
1842,CO,0,0,66650971.27035877,0
1846,CO,0,0,66650971.27035877,0
1847,CO,0,0,66650971.27035877,0
1848,CO,0,0,66650971.27035877,0
1851,CO,31742726.926404096,31742726.926404096,66650971.27035877,0.4762530285964613
1852,CO,0,31742726.926404096,66650971.27035877,0.4762530285964613
1853,CO,0,31742726.926404096,66650971.27035877,0.4762530285964613
1854,CO,0,31742726.926404096,66650971.27035877,0.4762530285964613
1855,CO,0,31742726.926404096,66650971.27035877,0.4762530285964613
1856,CO,0,31742726.926404096,66650971.27035877,0.4762530285964613
1857,CO,0,31742726.926404096,66650971.27035877,0.4762530285964613
1858,CO,0,31742726.926404096,66650971.27035877,0.4762530285964613
1859,CO,0,31742726.926404096,66650971.27035877,0.4762530285964613
1860,CO,0,31742726.926404096,66650971.27035877,0.4762530285964613
1861,CO,2158.064337882851,31744884.99074198,66650971.27035877,0.4762854071844511
1863,CO,0,31744884.99074198,66650971.27035877,0.4762854071844511
1864,CO,0,31744884.99074198,66650971.27035877,0.4762854071844511
1865,CO,4922113.683776901,36666998.67451888,66650971.27035877,0.5501344988025035
1866,CO,0,36666998.67451888,66650971.27035877,0.5501344988025035
1867,CO,0,36666998.67451888,66650971.27035877,0.5501344988025035
1868,CO,29987625.864802998,66654624.539321885,66650971.27035877,1
1869,CO,0,66654624.539321885,66650971.27035877,1
1870,CO,0,66654624.539321885,66650971.27035877,1
1871,CO,0,66654624.539321885,66650971.27035877,1
1872,CO,0,66654624.539321885,66650971.27035877,1
1873,CO,516.1057527055369,66655140.64507459,66650971.27035877,1
1874,CO,0,66655140.64507459,66650971.27035877,1
1875,CO,533410.1757889435,67188550.82086353,66650971.27035877,1
1876,CO,0,67188550.82086353,66650971.27035877,1
1877,CO,0,67188550.82086353,66650971.27035877,1
1878,CO,741422.1177948136,67929972.93865834,66650971.27035877,1
1879,CO,0,67929972.93865834,66650971.27035877,1
1880,CO,799.9870206206188,67930772.92567897,66650971.27035877,1
1881,CO,0,67930772.92567897,66650971.27035877,1
1882,CO,0,67930772.92567897,66650971.27035877,1
1883,CO,0,67930772.92567897,66650971.27035877,1
1884,CO,0,67930772.92567897,66650971.27035877,1
1886,CO,1372602.8238127173,69303375.74949169,66650971.27035877,1
1887,CO,0,69303375.74949169,66650971.27035877,1
1888,CO,0,69303375.74949169,66650971.27035877,1
1889,CO,0,69303375.74949169,66650971.27035877,1
1890,CO,0,69303375.74949169,66650971.27035877,1
1891,CO,0,69303375.74949169,66650971.27035877,1
1892,CO,0,69303375.74949169,66650971.27035877,1
1893,CO,0,69303375.74949169,66650971.27035877,1
1784,CT,0,0,3200218.068059834,0
1785,CT,0,0,3200218.068059834,0
1788,CT,0,0,3200218.068059834,0
1790,CT,0,0,3200218.068059834,0
1791,CT,0,0,3200218.068059834,0
1794,CT,0,0,3200218.068059834,0
1795,CT,3200218.068059784,3200218.068059784,3200218.068059834,0.9999999999999842
1796,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1797,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1798,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1801,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1802,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1803,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1804,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1805,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1806,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1807,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1808,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1809,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1814,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1816,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1817,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1818,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1819,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1820,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1821,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1823,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1824,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1825,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1826,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1827,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1828,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1829,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1830,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1831,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1832,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1833,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1835,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1836,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1837,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1838,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1839,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1842,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1846,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1847,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1848,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1851,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1852,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1853,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1854,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1855,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1856,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1857,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1858,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1859,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1860,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1861,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1863,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1864,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1865,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1866,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1867,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1868,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1869,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1870,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1871,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1872,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1873,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1874,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1875,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1876,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1877,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1878,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1879,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1880,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1881,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1882,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1883,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1884,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1886,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1887,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1888,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1889,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1890,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1891,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1892,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1893,CT,0,3200218.068059784,3200218.068059834,0.9999999999999842
1784,DE,0,0,1286866.7016035186,0
1785,DE,0,0,1286866.7016035186,0
1788,DE,0,0,1286866.7016035186,0
1790,DE,0,0,1286866.7016035186,0
1791,DE,0,0,1286866.7016035186,0
1794,DE,0,0,1286866.7016035186,0
1795,DE,1286866.7016035467,1286866.7016035467,1286866.7016035186,1
1796,DE,0,1286866.7016035467,1286866.7016035186,1
1797,DE,0,1286866.7016035467,1286866.7016035186,1
1798,DE,0,1286866.7016035467,1286866.7016035186,1
1801,DE,0,1286866.7016035467,1286866.7016035186,1
1802,DE,0,1286866.7016035467,1286866.7016035186,1
1803,DE,0,1286866.7016035467,1286866.7016035186,1
1804,DE,0,1286866.7016035467,1286866.7016035186,1
1805,DE,0,1286866.7016035467,1286866.7016035186,1
1806,DE,0,1286866.7016035467,1286866.7016035186,1
1807,DE,0,1286866.7016035467,1286866.7016035186,1
1808,DE,0,1286866.7016035467,1286866.7016035186,1
1809,DE,0,1286866.7016035467,1286866.7016035186,1
1814,DE,0,1286866.7016035467,1286866.7016035186,1
1816,DE,0,1286866.7016035467,1286866.7016035186,1
1817,DE,0,1286866.7016035467,1286866.7016035186,1
1818,DE,0,1286866.7016035467,1286866.7016035186,1
1819,DE,0,1286866.7016035467,1286866.7016035186,1
1820,DE,0,1286866.7016035467,1286866.7016035186,1
1821,DE,0,1286866.7016035467,1286866.7016035186,1
1823,DE,0,1286866.7016035467,1286866.7016035186,1
1824,DE,0,1286866.7016035467,1286866.7016035186,1
1825,DE,0,1286866.7016035467,1286866.7016035186,1
1826,DE,0,1286866.7016035467,1286866.7016035186,1
1827,DE,0,1286866.7016035467,1286866.7016035186,1
1828,DE,0,1286866.7016035467,1286866.7016035186,1
1829,DE,0,1286866.7016035467,1286866.7016035186,1
1830,DE,0,1286866.7016035467,1286866.7016035186,1
1831,DE,0,1286866.7016035467,1286866.7016035186,1
1832,DE,0,1286866.7016035467,1286866.7016035186,1
1833,DE,0,1286866.7016035467,1286866.7016035186,1
1835,DE,0,1286866.7016035467,1286866.7016035186,1
1836,DE,0,1286866.7016035467,1286866.7016035186,1
1837,DE,0,1286866.7016035467,1286866.7016035186,1
1838,DE,0,1286866.7016035467,1286866.7016035186,1
1839,DE,0,1286866.7016035467,1286866.7016035186,1
1842,DE,0,1286866.7016035467,1286866.7016035186,1
1846,DE,0,1286866.7016035467,1286866.7016035186,1
1847,DE,0,1286866.7016035467,1286866.7016035186,1
1848,DE,0,1286866.7016035467,1286866.7016035186,1
1851,DE,0,1286866.7016035467,1286866.7016035186,1
1852,DE,0,1286866.7016035467,1286866.7016035186,1
1853,DE,0,1286866.7016035467,1286866.7016035186,1
1854,DE,0,1286866.7016035467,1286866.7016035186,1
1855,DE,0,1286866.7016035467,1286866.7016035186,1
1856,DE,0,1286866.7016035467,1286866.7016035186,1
1857,DE,0,1286866.7016035467,1286866.7016035186,1
1858,DE,0,1286866.7016035467,1286866.7016035186,1
1859,DE,0,1286866.7016035467,1286866.7016035186,1
1860,DE,0,1286866.7016035467,1286866.7016035186,1
1861,DE,0,1286866.7016035467,1286866.7016035186,1
1863,DE,0,1286866.7016035467,1286866.7016035186,1
1864,DE,0,1286866.7016035467,1286866.7016035186,1
1865,DE,0,1286866.7016035467,1286866.7016035186,1
1866,DE,0,1286866.7016035467,1286866.7016035186,1
1867,DE,0,1286866.7016035467,1286866.7016035186,1
1868,DE,0,1286866.7016035467,1286866.7016035186,1
1869,DE,0,1286866.7016035467,1286866.7016035186,1
1870,DE,0,1286866.7016035467,1286866.7016035186,1
1871,DE,0,1286866.7016035467,1286866.7016035186,1
1872,DE,0,1286866.7016035467,1286866.7016035186,1
1873,DE,0,1286866.7016035467,1286866.7016035186,1
1874,DE,0,1286866.7016035467,1286866.7016035186,1
1875,DE,0,1286866.7016035467,1286866.7016035186,1
1876,DE,0,1286866.7016035467,1286866.7016035186,1
1877,DE,0,1286866.7016035467,1286866.7016035186,1
1878,DE,0,1286866.7016035467,1286866.7016035186,1
1879,DE,0,1286866.7016035467,1286866.7016035186,1
1880,DE,0,1286866.7016035467,1286866.7016035186,1
1881,DE,0,1286866.7016035467,1286866.7016035186,1
1882,DE,0,1286866.7016035467,1286866.7016035186,1
1883,DE,0,1286866.7016035467,1286866.7016035186,1
1884,DE,0,1286866.7016035467,1286866.7016035186,1
1886,DE,0,1286866.7016035467,1286866.7016035186,1
1887,DE,0,1286866.7016035467,1286866.7016035186,1
1888,DE,0,1286866.7016035467,1286866.7016035186,1
1889,DE,0,1286866.7016035467,1286866.7016035186,1
1890,DE,0,1286866.7016035467,1286866.7016035186,1
1891,DE,0,1286866.7016035467,1286866.7016035186,1
1892,DE,0,1286866.7016035467,1286866.7016035186,1
1893,DE,0,1286866.7016035467,1286866.7016035186,1
1784,FL,0,0,38544664.96057749,0
1785,FL,0,0,38544664.96057749,0
1788,FL,0,0,38544664.96057749,0
1790,FL,0,0,38544664.96057749,0
1791,FL,0,0,38544664.96057749,0
1794,FL,0,0,38544664.96057749,0
1795,FL,0,0,38544664.96057749,0
1796,FL,0,0,38544664.96057749,0
1797,FL,0,0,38544664.96057749,0
1798,FL,0,0,38544664.96057749,0
1801,FL,0,0,38544664.96057749,0
1802,FL,11743.530211205958,11743.530211205958,38544664.96057749,3.0467329845043265e-4
1803,FL,0,11743.530211205958,38544664.96057749,3.0467329845043265e-4
1804,FL,0,11743.530211205958,38544664.96057749,3.0467329845043265e-4
1805,FL,0,11743.530211205958,38544664.96057749,3.0467329845043265e-4
1806,FL,0,11743.530211205958,38544664.96057749,3.0467329845043265e-4
1807,FL,0,11743.530211205958,38544664.96057749,3.0467329845043265e-4
1808,FL,0,11743.530211205958,38544664.96057749,3.0467329845043265e-4
1809,FL,0,11743.530211205958,38544664.96057749,3.0467329845043265e-4
1814,FL,15043.38367367808,26786.913884884038,38544664.96057749,6.949577564698258e-4
1816,FL,0,26786.913884884038,38544664.96057749,6.949577564698258e-4
1817,FL,0,26786.913884884038,38544664.96057749,6.949577564698258e-4
1818,FL,0,26786.913884884038,38544664.96057749,6.949577564698258e-4
1819,FL,0,26786.913884884038,38544664.96057749,6.949577564698258e-4
1820,FL,0,26786.913884884038,38544664.96057749,6.949577564698258e-4
1821,FL,0,26786.913884884038,38544664.96057749,6.949577564698258e-4
1823,FL,36067767.87598653,36094554.78987142,38544664.96057749,0.9364345189350594
1824,FL,0,36094554.78987142,38544664.96057749,0.9364345189350594
1825,FL,0,36094554.78987142,38544664.96057749,0.9364345189350594
1826,FL,0,36094554.78987142,38544664.96057749,0.9364345189350594
1827,FL,0,36094554.78987142,38544664.96057749,0.9364345189350594
1828,FL,0,36094554.78987142,38544664.96057749,0.9364345189350594
1829,FL,0,36094554.78987142,38544664.96057749,0.9364345189350594
1830,FL,0,36094554.78987142,38544664.96057749,0.9364345189350594
1831,FL,0,36094554.78987142,38544664.96057749,0.9364345189350594
1832,FL,0,36094554.78987142,38544664.96057749,0.9364345189350594
1833,FL,0,36094554.78987142,38544664.96057749,0.9364345189350594
1835,FL,0,36094554.78987142,38544664.96057749,0.9364345189350594
1836,FL,0,36094554.78987142,38544664.96057749,0.9364345189350594
