STUSPS,total_acres_2021,year,morill_acres,homestead_acres,morill_acres_cum,homestead_acres_cum
ID,54000294.388454795,1873,0,1583,0,1583
ID,54000294.388454795,1874,0,2759,0,4342
ID,54000294.388454795,1875,160,4411,160,8753
ID,54000294.388454795,1876,0,7114,160,15867
ID,54000294.388454795,1877,0,5959,160,21826
ID,54000294.388454795,1878,0,7425,160,29251
ID,54000294.388454795,1879,0,9784,160,39035
ID,54000294.388454795,1880,0,27399,160,66434
ID,54000294.388454795,1881,0,15099,160,81533
ID,54000294.388454795,1882,0,17549,160,99082
ID,54000294.388454795,1883,0,26694,160,125776
ID,54000294.388454795,1884,0,32921,160,158697
ID,54000294.388454795,1885,0,32746,160,191443
ID,54000294.388454795,1886,0,38850,160,230293
ID,54000294.388454795,1887,0,45425,160,275718
ID,54000294.388454795,1888,0,47379,160,323097
ID,54000294.388454795,1889,0,61775,160,384872
ID,54000294.388454795,1890,0,83845,160,468717
ID,54000294.388454795,1891,0,68164,160,536881
ID,54000294.388454795,1892,11174.90950908,57273,11334.90950908,594154
ID,54000294.388454795,1893,3559.7975,61280,14894.70700908,655434
ID,54000294.388454795,1894,56606.93907756004,54969,71501.64608664004,710403
ID,54000294.388454795,1895,80,70110,71581.64608664004,780513
ID,54000294.388454795,1896,3767.54,65898,75349.18608664004,846411
ID,54000294.388454795,1897,200,75226,75549.18608664004,921637
ID,54000294.388454795,1898,2600.24,95553,78149.42608664004,1017190
ID,54000294.388454795,1899,2720,105149,80869.42608664004,1122339
ID,54000294.388454795,1900,0,108074,80869.42608664004,1230413
ID,54000294.388454795,1901,40,143680,80909.42608664004,1374093
ID,54000294.388454795,1902,2119.61,178456,83029.03608664004,1552549
ID,54000294.388454795,1903,0,189614,83029.03608664004,1742163
ID,54000294.388454795,1904,678.86476192,160319,83707.90084856005,1902482
ID,54000294.388454795,1905,3435.3528572000005,193482,87143.25370576006,2095964
ID,54000294.388454795,1906,209.37238096,208561,87352.62608672006,2304525
ID,54000294.388454795,1907,252.37,216534,87604.99608672006,2521059
ID,54000294.388454795,1908,0,213935,87604.99608672006,2734994
ID,54000294.388454795,1909,0,148381,87604.99608672006,2883375
ID,54000294.388454795,1910,0,206345,87604.99608672006,3089720
ID,54000294.388454795,1911,0,265200,87604.99608672006,3354920
ID,54000294.388454795,1912,0,221149,87604.99608672006,3576069
ID,54000294.388454795,1913,0,333547,87604.99608672006,3909616
ID,54000294.388454795,1914,0,321443,87604.99608672006,4231059
ID,54000294.388454795,1915,0,417949,87604.99608672006,4649008
ID,54000294.388454795,1916,0,515941,87604.99608672006,5164949
ID,54000294.388454795,1917,0,563269,87604.99608672006,5728218
ID,54000294.388454795,1918,0,598220,87604.99608672006,6326438
ID,54000294.388454795,1919,0,467437,87604.99608672006,6793875
ID,54000294.388454795,1920,0,489764,87604.99608672006,7283639
ID,54000294.388454795,1921,0,314449,87604.99608672006,7598088
ID,54000294.388454795,1922,0,327335,87604.99608672006,7925423
ID,54000294.388454795,1923,0,222386,87604.99608672006,8147809
ID,54000294.388454795,1924,0,192177,87604.99608672006,8339986
ID,54000294.388454795,1925,0,195897,87604.99608672006,8535883
ID,54000294.388454795,1926,0,163232,87604.99608672006,8699115
ID,54000294.388454795,1927,0,130664,87604.99608672006,8829779
ID,54000294.388454795,1928,0,67568,87604.99608672006,8897347
ID,54000294.388454795,1929,0,78494,87604.99608672006,8975841
ID,54000294.388454795,1930,0,69740,87604.99608672006,9045581
IL,36088981.28482454,1862,0,0,0,0
IL,36088981.28482454,1863,0,0,0,0
IL,36088981.28482454,1864,0,0,0,0
IL,36088981.28482454,1865,0,0,0,0
IL,36088981.28482454,1866,0,0,0,0
IL,36088981.28482454,1867,0,0,0,0
IL,36088981.28482454,1868,0,0,0,0
IL,36088981.28482454,1869,0,0,0,0
IL,36088981.28482454,1870,0,78,0,78
IL,36088981.28482454,1871,0,0,0,78
IL,36088981.28482454,1872,0,80,0,158
IL,36088981.28482454,1873,0,0,0,158
IL,36088981.28482454,1874,0,0,0,158
IL,36088981.28482454,1875,0,360,0,518
IL,36088981.28482454,1876,0,200,0,718
IL,36088981.28482454,1877,0,29,0,747
IL,36088981.28482454,1878,0,4007,0,4754
IL,36088981.28482454,1879,0,40,0,4794
IL,36088981.28482454,1880,0,0,0,4794
IL,36088981.28482454,1881,0,0,0,4794
IL,36088981.28482454,1882,0,377,0,5171
IL,36088981.28482454,1883,0,0,0,5171
IL,36088981.28482454,1884,0,0,0,5171
IL,36088981.28482454,1885,0,0,0,5171
IL,36088981.28482454,1886,0,0,0,5171
IL,36088981.28482454,1887,0,160,0,5331
IL,36088981.28482454,1888,0,0,0,5331
IL,36088981.28482454,1889,0,0,0,5331
IL,36088981.28482454,1890,0,0,0,5331
IL,36088981.28482454,1891,0,125,0,5456
IL,36088981.28482454,1892,0,0,0,5456
IL,36088981.28482454,1893,0,0,0,5456
IL,36088981.28482454,1894,0,45,0,5501
IL,36088981.28482454,1895,0,0,0,5501
IL,36088981.28482454,1896,0,0,0,5501
IL,36088981.28482454,1897,0,0,0,5501
IL,36088981.28482454,1898,0,0,0,5501
IL,36088981.28482454,1899,0,0,0,5501
IL,36088981.28482454,1900,0,0,0,5501
IL,36088981.28482454,1901,0,4,0,5505
IL,36088981.28482454,1902,0,0,0,5505
IL,36088981.28482454,1903,0,120,0,5625
IL,36088981.28482454,1904,0,0,0,5625
IL,36088981.28482454,1905,0,0,0,5625
IL,36088981.28482454,1906,0,0,0,5625
IL,36088981.28482454,1907,0,0,0,5625
IL,36088981.28482454,1908,0,0,0,5625
IL,36088981.28482454,1909,0,0,0,5625
IL,36088981.28482454,1910,0,0,0,5625
IL,36088981.28482454,1911,0,0,0,5625
IL,36088981.28482454,1912,0,0,0,5625
IL,36088981.28482454,1913,0,0,0,5625
IL,36088981.28482454,1914,0,0,0,5625
IL,36088981.28482454,1915,0,0,0,5625
IL,36088981.28482454,1916,0,0,0,5625
IL,36088981.28482454,1917,0,0,0,5625
IL,36088981.28482454,1918,0,0,0,5625
IL,36088981.28482454,1919,0,0,0,5625
IL,36088981.28482454,1920,0,0,0,5625
IL,36088981.28482454,1921,0,0,0,5625
IL,36088981.28482454,1922,0,0,0,5625
IL,36088981.28482454,1923,0,0,0,5625
IL,36088981.28482454,1924,0,0,0,5625
IL,36088981.28482454,1925,0,0,0,5625
IL,36088981.28482454,1926,0,0,0,5625
IL,36088981.28482454,1927,0,0,0,5625
IL,36088981.28482454,1928,0,0,0,5625
IL,36088981.28482454,1929,0,0,0,5625
IL,36088981.28482454,1930,0,0,0,5625
IN,23173802.32655728,1862,0,0,0,0
IN,23173802.32655728,1863,0,0,0,0
IN,23173802.32655728,1864,0,0,0,0
IN,23173802.32655728,1865,0,0,0,0
IN,23173802.32655728,1866,0,0,0,0
IN,23173802.32655728,1867,0,0,0,0
IN,23173802.32655728,1868,0,0,0,0
IN,23173802.32655728,1869,0,0,0,0
IN,23173802.32655728,1870,0,0,0,0
IN,23173802.32655728,1871,0,0,0,0
IN,23173802.32655728,1872,0,0,0,0
IN,23173802.32655728,1873,0,0,0,0
IN,23173802.32655728,1874,0,0,0,0
IN,23173802.32655728,1875,0,760,0,760
IN,23173802.32655728,1876,0,120,0,880
IN,23173802.32655728,1877,0,272,0,1152
IN,23173802.32655728,1878,0,120,0,1272
IN,23173802.32655728,1879,0,0,0,1272
IN,23173802.32655728,1880,0,0,0,1272
IN,23173802.32655728,1881,0,0,0,1272
IN,23173802.32655728,1882,0,0,0,1272
IN,23173802.32655728,1883,0,0,0,1272
IN,23173802.32655728,1884,0,0,0,1272
IN,23173802.32655728,1885,0,0,0,1272
IN,23173802.32655728,1886,0,120,0,1392
IN,23173802.32655728,1887,0,0,0,1392
IN,23173802.32655728,1888,0,0,0,1392
IN,23173802.32655728,1889,0,0,0,1392
IN,23173802.32655728,1890,0,0,0,1392
IN,23173802.32655728,1891,0,0,0,1392
IN,23173802.32655728,1892,0,0,0,1392
IN,23173802.32655728,1893,0,57,0,1449
IN,23173802.32655728,1894,0,40,0,1489
IN,23173802.32655728,1895,0,81,0,1570
IN,23173802.32655728,1896,0,40,0,1610
IN,23173802.32655728,1897,0,75,0,1685
IN,23173802.32655728,1898,0,6,0,1691
IN,23173802.32655728,1899,0,0,0,1691
IN,23173802.32655728,1900,0,42,0,1733
IN,23173802.32655728,1901,0,0,0,1733
IN,23173802.32655728,1902,0,0,0,1733
IN,23173802.32655728,1903,0,49,0,1782
IN,23173802.32655728,1904,0,0,0,1782
IN,23173802.32655728,1905,0,0,0,1782
IN,23173802.32655728,1906,0,0,0,1782
IN,23173802.32655728,1907,0,0,0,1782
IN,23173802.32655728,1908,0,0,0,1782
IN,23173802.32655728,1909,0,0,0,1782
IN,23173802.32655728,1910,0,0,0,1782
IN,23173802.32655728,1911,0,0,0,1782
IN,23173802.32655728,1912,0,0,0,1782
IN,23173802.32655728,1913,0,0,0,1782
IN,23173802.32655728,1914,0,0,0,1782
IN,23173802.32655728,1915,0,0,0,1782
IN,23173802.32655728,1916,0,0,0,1782
IN,23173802.32655728,1917,0,0,0,1782
IN,23173802.32655728,1918,0,0,0,1782
IN,23173802.32655728,1919,0,0,0,1782
IN,23173802.32655728,1920,0,0,0,1782
IN,23173802.32655728,1921,0,0,0,1782
IN,23173802.32655728,1922,0,0,0,1782
IN,23173802.32655728,1923,0,0,0,1782
IN,23173802.32655728,1924,0,0,0,1782
IN,23173802.32655728,1925,0,0,0,1782
IN,23173802.32655728,1926,0,0,0,1782
IN,23173802.32655728,1927,0,0,0,1782
IN,23173802.32655728,1928,0,0,0,1782
IN,23173802.32655728,1929,0,0,0,1782
IN,23173802.32655728,1930,0,0,0,1782
KS,52678369.13166625,1862,0,0,0,0
KS,52678369.13166625,1863,79337.34000000001,0,79337.34000000001,0
KS,52678369.13166625,1864,0,0,79337.34000000001,0
KS,52678369.13166625,1865,0,0,79337.34000000001,0
KS,52678369.13166625,1866,67306.65,0,146643.99,0
KS,52678369.13166625,1867,100726.52000000003,0,247370.51,0
KS,52678369.13166625,1868,101911.32999999999,68603,349281.83999999997,68603
KS,52678369.13166625,1869,168112.07999999996,48571,517393.9199999999,117174
KS,52678369.13166625,1870,158476.0699999999,37144,675869.9899999998,154318
KS,52678369.13166625,1871,5289.07,39347,681159.0599999997,193665
KS,52678369.13166625,1872,111212.64999999003,65086,792371.7099999897,258751
KS,52678369.13166625,1873,59523.43999999002,156270,851895.1499999798,415021
KS,52678369.13166625,1874,44843.860000009976,216674,896739.0099999898,631695
KS,52678369.13166625,1875,16382.289999999999,344880,913121.2999999898,976575
KS,52678369.13166625,1876,2678.31,457593,915799.6099999899,1434168
KS,52678369.13166625,1877,960,568153,916759.6099999899,2002321
KS,52678369.13166625,1878,630.65,670338,917390.2599999899,2672659
KS,52678369.13166625,1879,641.89,514816,918032.1499999899,3187475
KS,52678369.13166625,1880,1039.76,496713,919071.9099999899,3684188
KS,52678369.13166625,1881,720,477247,919791.9099999899,4161435
KS,52678369.13166625,1882,160,499300,919951.9099999899,4660735
KS,52678369.13166625,1883,0,506081,919951.9099999899,5166816
KS,52678369.13166625,1884,0,698272,919951.9099999899,5865088
KS,52678369.13166625,1885,800,601478,920751.9099999899,6466566
KS,52678369.13166625,1886,0,394388,920751.9099999899,6860954
KS,52678369.13166625,1887,0,306336,920751.9099999899,7167290
KS,52678369.13166625,1888,0,323903,920751.9099999899,7491193
KS,52678369.13166625,1889,0,302832,920751.9099999899,7794025
KS,52678369.13166625,1890,0,392004,920751.9099999899,8186029
KS,52678369.13166625,1891,0,588809,920751.9099999899,8774838
KS,52678369.13166625,1892,0,461525,920751.9099999899,9236363
KS,52678369.13166625,1893,0,452855,920751.9099999899,9689218
KS,52678369.13166625,1894,0,269153,920751.9099999899,9958371
KS,52678369.13166625,1895,0,165786,920751.9099999899,10124157
KS,52678369.13166625,1896,0,92014,920751.9099999899,10216171
KS,52678369.13166625,1897,0,95184,920751.9099999899,10311355
KS,52678369.13166625,1898,0,125954,920751.9099999899,10437309
KS,52678369.13166625,1899,160,130285,920911.9099999899,10567594
KS,52678369.13166625,1900,0,156980,920911.9099999899,10724574
KS,52678369.13166625,1901,0,92285,920911.9099999899,10816859
KS,52678369.13166625,1902,0,55812,920911.9099999899,10872671
KS,52678369.13166625,1903,0,43670,920911.9099999899,10916341
KS,52678369.13166625,1904,0,43182,920911.9099999899,10959523
KS,52678369.13166625,1905,0,52767,920911.9099999899,11012290
KS,52678369.13166625,1906,0,55385,920911.9099999899,11067675
KS,52678369.13166625,1907,0,76543,920911.9099999899,11144218
KS,52678369.13166625,1908,1264.52,167050,922176.4299999899,11311268
KS,52678369.13166625,1909,0,215462,922176.4299999899,11526730
KS,52678369.13166625,1910,0,195929,922176.4299999899,11722659
KS,52678369.13166625,1911,0,204399,922176.4299999899,11927058
KS,52678369.13166625,1912,0,234078,922176.4299999899,12161136
KS,52678369.13166625,1913,0,290516,922176.4299999899,12451652
KS,52678369.13166625,1914,0,139035,922176.4299999899,12590687
KS,52678369.13166625,1915,0,69069,922176.4299999899,12659756
KS,52678369.13166625,1916,0,42098,922176.4299999899,12701854
KS,52678369.13166625,1917,41.35,56539,922217.7799999899,12758393
KS,52678369.13166625,1918,41.35,43453,922259.1299999899,12801846
KS,52678369.13166625,1919,41.35,66892,922300.4799999899,12868738
KS,52678369.13166625,1920,0,100366,922300.4799999899,12969104
KS,52678369.13166625,1921,0,43570,922300.4799999899,13012674
KS,52678369.13166625,1922,0,41845,922300.4799999899,13054519
KS,52678369.13166625,1923,0,17796,922300.4799999899,13072315
KS,52678369.13166625,1924,0,8756,922300.4799999899,13081071
KS,52678369.13166625,1925,0,8187,922300.4799999899,13089258
KS,52678369.13166625,1926,0,0,922300.4799999899,13089258
KS,52678369.13166625,1927,0,0,922300.4799999899,13089258
KS,52678369.13166625,1928,0,0,922300.4799999899,13089258
KS,52678369.13166625,1929,0,0,922300.4799999899,13089258
KS,52678369.13166625,1930,0,0,922300.4799999899,13089258
KY,25883846.40951026,1862,0,0,0,0
KY,25883846.40951026,1863,0,0,0,0
KY,25883846.40951026,1864,0,0,0,0
KY,25883846.40951026,1865,0,0,0,0
KY,25883846.40951026,1866,0,0,0,0
KY,25883846.40951026,1867,0,0,0,0
KY,25883846.40951026,1868,0,0,0,0
KY,25883846.40951026,1869,0,0,0,0
KY,25883846.40951026,1870,0,0,0,0
KY,25883846.40951026,1871,0,0,0,0
KY,25883846.40951026,1872,0,0,0,0
KY,25883846.40951026,1873,0,0,0,0
KY,25883846.40951026,1874,0,0,0,0
KY,25883846.40951026,1875,0,0,0,0
KY,25883846.40951026,1876,0,0,0,0
KY,25883846.40951026,1877,0,0,0,0
KY,25883846.40951026,1878,0,0,0,0
KY,25883846.40951026,1879,0,0,0,0
KY,25883846.40951026,1880,0,0,0,0
KY,25883846.40951026,1881,0,0,0,0
KY,25883846.40951026,1882,0,0,0,0
KY,25883846.40951026,1883,0,0,0,0
KY,25883846.40951026,1884,0,0,0,0
KY,25883846.40951026,1885,0,0,0,0
KY,25883846.40951026,1886,0,0,0,0
KY,25883846.40951026,1887,0,0,0,0
KY,25883846.40951026,1888,0,0,0,0
KY,25883846.40951026,1889,0,0,0,0
KY,25883846.40951026,1890,0,0,0,0
KY,25883846.40951026,1891,0,0,0,0
KY,25883846.40951026,1892,0,0,0,0
KY,25883846.40951026,1893,0,0,0,0
KY,25883846.40951026,1894,0,0,0,0
KY,25883846.40951026,1895,0,0,0,0
KY,25883846.40951026,1896,0,0,0,0
KY,25883846.40951026,1897,0,0,0,0
KY,25883846.40951026,1898,0,0,0,0
KY,25883846.40951026,1899,0,0,0,0
KY,25883846.40951026,1900,0,0,0,0
KY,25883846.40951026,1901,0,0,0,0
KY,25883846.40951026,1902,0,0,0,0
KY,25883846.40951026,1903,0,0,0,0
KY,25883846.40951026,1904,0,0,0,0
KY,25883846.40951026,1905,0,0,0,0
KY,25883846.40951026,1906,0,0,0,0
KY,25883846.40951026,1907,0,0,0,0
KY,25883846.40951026,1908,0,0,0,0
KY,25883846.40951026,1909,0,0,0,0
KY,25883846.40951026,1910,0,0,0,0
KY,25883846.40951026,1911,0,0,0,0
KY,25883846.40951026,1912,0,0,0,0
KY,25883846.40951026,1913,0,0,0,0
KY,25883846.40951026,1914,0,0,0,0
KY,25883846.40951026,1915,0,0,0,0
KY,25883846.40951026,1916,0,0,0,0
KY,25883846.40951026,1917,0,0,0,0
KY,25883846.40951026,1918,0,0,0,0
KY,25883846.40951026,1919,0,0,0,0
KY,25883846.40951026,1920,0,0,0,0
KY,25883846.40951026,1921,0,0,0,0
KY,25883846.40951026,1922,0,0,0,0
KY,25883846.40951026,1923,0,0,0,0
KY,25883846.40951026,1924,0,0,0,0
KY,25883846.40951026,1925,0,0,0,0
KY,25883846.40951026,1926,0,0,0,0
KY,25883846.40951026,1927,0,0,0,0
KY,25883846.40951026,1928,0,0,0,0
KY,25883846.40951026,1929,0,0,0,0
KY,25883846.40951026,1930,0,0,0,0
LA,30741827.289905928,1862,0,0,0,0
LA,30741827.289905928,1863,0,0,0,0
LA,30741827.289905928,1864,0,0,0,0
LA,30741827.289905928,1865,0,0,0,0
LA,30741827.289905928,1866,0,0,0,0
LA,30741827.289905928,1867,0,0,0,0
LA,30741827.289905928,1868,0,0,0,0
LA,30741827.289905928,1869,0,0,0,0
LA,30741827.289905928,1870,0,0,0,0
LA,30741827.289905928,1871,0,0,0,0
LA,30741827.289905928,1872,0,703,0,703
LA,30741827.289905928,1873,0,402,0,1105
LA,30741827.289905928,1874,0,3872,0,4977
LA,30741827.289905928,1875,0,21094,0,26071
LA,30741827.289905928,1876,0,30356,0,56427
LA,30741827.289905928,1877,0,43432,0,99859
LA,30741827.289905928,1878,0,51340,0,151199
LA,30741827.289905928,1879,0,41046,0,192245
LA,30741827.289905928,1880,0,25280,0,217525
LA,30741827.289905928,1881,0,26470,0,243995
LA,30741827.289905928,1882,0,20737,0,264732
LA,30741827.289905928,1883,0,20997,0,285729
LA,30741827.289905928,1884,0,21975,0,307704
LA,30741827.289905928,1885,0,28046,0,335750
LA,30741827.289905928,1886,0,18468,0,354218
LA,30741827.289905928,1887,0,31287,0,385505
LA,30741827.289905928,1888,0,31573,0,417078
LA,30741827.289905928,1889,0,86144,0,503222
LA,30741827.289905928,1890,0,97443,0,600665
LA,30741827.289905928,1891,0,73511,0,674176
LA,30741827.289905928,1892,0,96522,0,770698
LA,30741827.289905928,1893,0,86303,0,857001
LA,30741827.289905928,1894,0,77261,0,934262
LA,30741827.289905928,1895,0,96736,0,1030998
LA,30741827.289905928,1896,0,105022,0,1136020
LA,30741827.289905928,1897,0,161466,0,1297486
LA,30741827.289905928,1898,0,105890,0,1403376
LA,30741827.289905928,1899,159.56,106531,159.56,1509907
LA,30741827.289905928,1900,0,113822,159.56,1623729
LA,30741827.289905928,1901,158.72,127751,318.28,1751480
LA,30741827.289905928,1902,0,130335,318.28,1881815
LA,30741827.289905928,1903,325.59000000000003,105300,643.87,1987115
LA,30741827.289905928,1904,0,53133,643.87,2040248
LA,30741827.289905928,1905,0,83453,643.87,2123701
LA,30741827.289905928,1906,0,74484,643.87,2198185
LA,30741827.289905928,1907,0,64323,643.87,2262508
LA,30741827.289905928,1908,0,60311,643.87,2322819
LA,30741827.289905928,1909,0,41720,643.87,2364539
LA,30741827.289905928,1910,0,27198,643.87,2391737
LA,30741827.289905928,1911,0,29317,643.87,2421054
LA,30741827.289905928,1912,0,22812,643.87,2443866
LA,30741827.289905928,1913,0,23204,643.87,2467070
LA,30741827.289905928,1914,0,14577,643.87,2481647
LA,30741827.289905928,1915,0,10922,643.87,2492569
LA,30741827.289905928,1916,0,10230,643.87,2502799
LA,30741827.289905928,1917,0,11323,643.87,2514122
LA,30741827.289905928,1918,0,11261,643.87,2525383
LA,30741827.289905928,1919,0,9407,643.87,2534790
LA,30741827.289905928,1920,0,5123,643.87,2539913
LA,30741827.289905928,1921,0,2869,643.87,2542782
LA,30741827.289905928,1922,0,6046,643.87,2548828
LA,30741827.289905928,1923,0,3083,643.87,2551911
LA,30741827.289905928,1924,0,3516,643.87,2555427
LA,30741827.289905928,1925,0,1990,643.87,2557417
LA,30741827.289905928,1926,0,1434,643.87,2558851
LA,30741827.289905928,1927,0,1098,643.87,2559949
LA,30741827.289905928,1928,0,0,643.87,2559949
LA,30741827.289905928,1929,0,0,643.87,2559949
LA,30741827.289905928,1930,0,0,643.87,2559949
MA,5260537.206450875,1862,0,0,0,0
MA,5260537.206450875,1863,0,0,0,0
MA,5260537.206450875,1864,0,0,0,0
MA,5260537.206450875,1865,0,0,0,0
MA,5260537.206450875,1866,0,0,0,0
MA,5260537.206450875,1867,0,0,0,0
MA,5260537.206450875,1868,0,0,0,0
MA,5260537.206450875,1869,0,0,0,0
MA,5260537.206450875,1870,0,0,0,0
MA,5260537.206450875,1871,0,0,0,0
MA,5260537.206450875,1872,0,0,0,0
MA,5260537.206450875,1873,0,0,0,0
MA,5260537.206450875,1874,0,0,0,0
MA,5260537.206450875,1875,0,0,0,0
MA,5260537.206450875,1876,0,0,0,0
MA,5260537.206450875,1877,0,0,0,0
MA,5260537.206450875,1878,0,0,0,0
MA,5260537.206450875,1879,0,0,0,0
MA,5260537.206450875,1880,0,0,0,0
MA,5260537.206450875,1881,0,0,0,0
MA,5260537.206450875,1882,0,0,0,0
MA,5260537.206450875,1883,0,0,0,0
MA,5260537.206450875,1884,0,0,0,0
MA,5260537.206450875,1885,0,0,0,0
MA,5260537.206450875,1886,0,0,0,0
MA,5260537.206450875,1887,0,0,0,0
MA,5260537.206450875,1888,0,0,0,0
MA,5260537.206450875,1889,0,0,0,0
MA,5260537.206450875,1890,0,0,0,0
MA,5260537.206450875,1891,0,0,0,0
MA,5260537.206450875,1892,0,0,0,0
MA,5260537.206450875,1893,0,0,0,0
MA,5260537.206450875,1894,0,0,0,0
MA,5260537.206450875,1895,0,0,0,0
MA,5260537.206450875,1896,0,0,0,0
MA,5260537.206450875,1897,0,0,0,0
MA,5260537.206450875,1898,0,0,0,0
MA,5260537.206450875,1899,0,0,0,0
MA,5260537.206450875,1900,0,0,0,0
MA,5260537.206450875,1901,0,0,0,0
MA,5260537.206450875,1902,0,0,0,0
MA,5260537.206450875,1903,0,0,0,0
MA,5260537.206450875,1904,0,0,0,0
MA,5260537.206450875,1905,0,0,0,0
MA,5260537.206450875,1906,0,0,0,0
MA,5260537.206450875,1907,0,0,0,0
MA,5260537.206450875,1908,0,0,0,0
MA,5260537.206450875,1909,0,0,0,0
MA,5260537.206450875,1910,0,0,0,0
MA,5260537.206450875,1911,0,0,0,0
MA,5260537.206450875,1912,0,0,0,0
MA,5260537.206450875,1913,0,0,0,0
MA,5260537.206450875,1914,0,0,0,0
MA,5260537.206450875,1915,0,0,0,0
MA,5260537.206450875,1916,0,0,0,0
MA,5260537.206450875,1917,0,0,0,0
MA,5260537.206450875,1918,0,0,0,0
MA,5260537.206450875,1919,0,0,0,0
MA,5260537.206450875,1920,0,0,0,0
MA,5260537.206450875,1921,0,0,0,0
MA,5260537.206450875,1922,0,0,0,0
MA,5260537.206450875,1923,0,0,0,0
MA,5260537.206450875,1924,0,0,0,0
MA,5260537.206450875,1925,0,0,0,0
MA,5260537.206450875,1926,0,0,0,0
MA,5260537.206450875,1927,0,0,0,0
MA,5260537.206450875,1928,0,0,0,0
MA,5260537.206450875,1929,0,0,0,0
MA,5260537.206450875,1930,0,0,0,0
MD,6585224.567902835,1862,0,0,0,0
MD,6585224.567902835,1863,0,0,0,0
MD,6585224.567902835,1864,0,0,0,0
MD,6585224.567902835,1865,0,0,0,0
MD,6585224.567902835,1866,0,0,0,0
MD,6585224.567902835,1867,0,0,0,0
MD,6585224.567902835,1868,0,0,0,0
MD,6585224.567902835,1869,0,0,0,0
MD,6585224.567902835,1870,0,0,0,0
MD,6585224.567902835,1871,0,0,0,0
MD,6585224.567902835,1872,0,0,0,0
MD,6585224.567902835,1873,0,0,0,0
MD,6585224.567902835,1874,0,0,0,0
MD,6585224.567902835,1875,0,0,0,0
MD,6585224.567902835,1876,0,0,0,0
MD,6585224.567902835,1877,0,0,0,0
MD,6585224.567902835,1878,0,0,0,0
MD,6585224.567902835,1879,0,0,0,0
MD,6585224.567902835,1880,0,0,0,0
MD,6585224.567902835,1881,0,0,0,0
MD,6585224.567902835,1882,0,0,0,0
MD,6585224.567902835,1883,0,0,0,0
MD,6585224.567902835,1884,0,0,0,0
MD,6585224.567902835,1885,0,0,0,0
MD,6585224.567902835,1886,0,0,0,0
MD,6585224.567902835,1887,0,0,0,0
MD,6585224.567902835,1888,0,0,0,0
MD,6585224.567902835,1889,0,0,0,0
MD,6585224.567902835,1890,0,0,0,0
MD,6585224.567902835,1891,0,0,0,0
MD,6585224.567902835,1892,0,0,0,0
MD,6585224.567902835,1893,0,0,0,0
MD,6585224.567902835,1894,0,0,0,0
MD,6585224.567902835,1895,0,0,0,0
MD,6585224.567902835,1896,0,0,0,0
MD,6585224.567902835,1897,0,0,0,0
MD,6585224.567902835,1898,0,0,0,0
MD,6585224.567902835,1899,0,0,0,0
MD,6585224.567902835,1900,0,0,0,0
MD,6585224.567902835,1901,0,0,0,0
MD,6585224.567902835,1902,0,0,0,0
MD,6585224.567902835,1903,0,0,0,0
MD,6585224.567902835,1904,0,0,0,0
MD,6585224.567902835,1905,0,0,0,0
MD,6585224.567902835,1906,0,0,0,0
MD,6585224.567902835,1907,0,0,0,0
MD,6585224.567902835,1908,0,0,0,0
MD,6585224.567902835,1909,0,0,0,0
MD,6585224.567902835,1910,0,0,0,0
MD,6585224.567902835,1911,0,0,0,0
MD,6585224.567902835,1912,0,0,0,0
MD,6585224.567902835,1913,0,0,0,0
MD,6585224.567902835,1914,0,0,0,0
MD,6585224.567902835,1915,0,0,0,0
MD,6585224.567902835,1916,0,0,0,0
MD,6585224.567902835,1917,0,0,0,0
MD,6585224.567902835,1918,0,0,0,0
MD,6585224.567902835,1919,0,0,0,0
MD,6585224.567902835,1920,0,0,0,0
MD,6585224.567902835,1921,0,0,0,0
MD,6585224.567902835,1922,0,0,0,0
MD,6585224.567902835,1923,0,0,0,0
MD,6585224.567902835,1924,0,0,0,0
MD,6585224.567902835,1925,0,0,0,0
MD,6585224.567902835,1926,0,0,0,0
MD,6585224.567902835,1927,0,0,0,0
MD,6585224.567902835,1928,0,0,0,0
MD,6585224.567902835,1929,0,0,0,0
MD,6585224.567902835,1930,0,0,0,0
ME,21245880.84412982,1862,0,0,0,0
ME,21245880.84412982,1863,0,0,0,0
ME,21245880.84412982,1864,0,0,0,0
ME,21245880.84412982,1865,0,0,0,0
ME,21245880.84412982,1866,0,0,0,0
ME,21245880.84412982,1867,0,0,0,0
ME,21245880.84412982,1868,0,0,0,0
ME,21245880.84412982,1869,0,0,0,0
ME,21245880.84412982,1870,0,0,0,0
ME,21245880.84412982,1871,0,0,0,0
ME,21245880.84412982,1872,0,0,0,0
ME,21245880.84412982,1873,0,0,0,0
ME,21245880.84412982,1874,0,0,0,0
ME,21245880.84412982,1875,0,0,0,0
ME,21245880.84412982,1876,0,0,0,0
ME,21245880.84412982,1877,0,0,0,0
ME,21245880.84412982,1878,0,0,0,0
ME,21245880.84412982,1879,0,0,0,0
ME,21245880.84412982,1880,0,0,0,0
ME,21245880.84412982,1881,0,0,0,0
ME,21245880.84412982,1882,0,0,0,0
ME,21245880.84412982,1883,0,0,0,0
ME,21245880.84412982,1884,0,0,0,0
ME,21245880.84412982,1885,0,0,0,0
ME,21245880.84412982,1886,0,0,0,0
ME,21245880.84412982,1887,0,0,0,0
ME,21245880.84412982,1888,0,0,0,0
ME,21245880.84412982,1889,0,0,0,0
ME,21245880.84412982,1890,0,0,0,0
